pl_name,hostname,pl_refname,pl_pubdate,soltype,pl_controv_flag,default_flag,discoverymethod,disc_year,disc_telescope,disc_facility,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orblper,pl_orbincl,pl_imppar,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_masse,pl_msinie,pl_dens,pl_insol,pl_eqt,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_radv,st_spectype,sy_jmag,sy_hmag,sy_kmag,sy_vmag,sy_gaiamag
"TOI-216.01","TOI-216","<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",73.9800129,-63.2603301,34.55600000000,0.01400000000,-0.01000000000,0.2069000000,0.0107000000,-0.0082000000,0.029000,275.0000,89.83000,0.150000,11.29000000,0.58000000,-0.42000000,200.00000000,170.00000000,-100.00000000,200.00000000,,0.760000,10.1000,497.00,2458331.28531000,0.00068000,-0.00067000,"BJD-UTC",5.5140000,,5026.00,0.838000,0.874000,0.3200,,,10.7590000,10.3320000,10.2180000,12.3240000,12.1631000
"HD 15337 b","HD 15337","<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>","2019-05","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,4.75615000000,0.00017000000,-0.00017000000,0.0522000000,0.0012000000,-0.0012000000,0.090000,62.0000,88.50000,0.330000,1.64000000,0.06000000,-0.06000000,7.51000000,1.09000000,-1.01000000,7.51000000,,9.300000,,1001.00,2458411.46156000,0.00094000,-0.00119000,"BJD-TDB",2.4900000,3.08000,5125.00,0.856000,0.900000,0.1500,-3.79770,"K1 V",7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"HD 15337 b","HD 15337","<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>","2024-06","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,4.75598040000,0.00000620000,-0.00000370000,,,,0.058000,71.6200,89.30000,,1.77000000,0.03200000,-0.03000000,6.51900000,0.40900000,-0.40000000,6.51900000,,6.458000,,,2458411.46230000,0.00080000,-0.00130000,"BJD",,2.82000,5131.00,0.855000,0.829000,0.0300,,,7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"HD 15337 b","HD 15337","<a refstr=DUMUSQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..43D/abstract target=ref>Dumusque et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,4.75642000000,0.00021000000,-0.00020000000,0.0524500000,0.0008500000,-0.0007200000,0.170000,,88.36000,0.386000,1.69900000,0.06200000,-0.05900000,7.20000000,0.81000000,-0.81000000,7.20000000,,8.050000,,1006.00,2458411.46202000,0.00071000,-0.00083000,"BJD-TDB",2.5536000,3.10790,5131.00,0.839000,0.851000,0.0300,,,7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"HD 15337 c","HD 15337","<a refstr=DUMUSQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..43D/abstract target=ref>Dumusque et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,17.17840000000,0.00160000000,-0.00150000000,0.1235000000,0.0020000000,-0.0017000000,0.190000,,88.41300,0.876000,2.52200000,0.10600000,-0.10200000,8.79000000,1.68000000,-1.68000000,8.79000000,,3.020000,,656.10,2458414.55000000,0.00120000,-0.00120000,"BJD-TDB",2.2320000,2.48190,5131.00,0.839000,0.851000,0.0300,,,7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"HD 15337 c","HD 15337","<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>","2019-05","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,17.17840000000,0.00160000000,-0.00160000000,0.1268000000,0.0038000000,-0.0038000000,0.050000,329.0000,88.50000,0.870000,2.39000000,0.12000000,-0.12000000,8.11000000,1.82000000,-1.69000000,8.11000000,,3.230000,,642.00,2458414.55010000,0.00150000,-0.00150000,"BJD-TDB",2.2500000,2.16000,5125.00,0.856000,0.900000,0.1500,-3.79770,"K1 V",7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"HD 15337 c","HD 15337","<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>","2024-06","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",36.8678846,-27.6361171,17.18054600000,0.00002100000,-0.00002600000,,,,0.096000,56.6300,88.41000,,2.52600000,0.08600000,-0.07500000,6.79200000,1.30200000,-1.14300000,6.79200000,,2.303000,,,2458414.55162000,0.00150000,-0.00140000,"BJD",,1.92000,5131.00,0.855000,0.829000,0.0300,,,7.5530000,7.2150000,7.0440000,9.1000000,8.8559800
"L 98-59 b","L 98-59","<a refstr=KOSTOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...32K/abstract target=ref>Kostov et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25314000000,0.00002000000,-0.00002000000,0.0233000000,0.0017000000,-0.0017000000,0.100000,17.2000,88.70000,0.360000,0.80000000,0.05000000,-0.05000000,,,,,,,23.9000,,2458366.17010000,0.00060000,-0.00070000,"BJD",1.0200000,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>","2019-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25310000000,0.00040000000,-0.00040000000,0.0228200000,0.0000800000,-0.0000800000,0.120000,,,,0.80000000,0.05000000,-0.05000000,1.01000000,,,1.01000000,,12.700000,,610.00,2458366.17080000,0.00010000,-0.00010000,"BJD",,1.06000,3412.00,0.314000,0.312000,-0.5000,-5.67840,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>","2021-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25311360000,0.00000120000,-0.00000150000,0.0219100000,0.0008000000,-0.0008400000,0.103000,192.0000,87.71000,0.530000,0.85000000,0.06100000,-0.04700000,0.40000000,0.16000000,-0.15000000,0.40000000,,3.600000,24.7000,627.00,2458366.17067000,0.00036000,-0.00033000,"BJD-TDB",0.9920000,0.46000,3415.00,0.303000,0.273000,-0.4600,-5.57851,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25311540000,0.00000170000,-0.00000170000,,,,0.103000,192.0000,87.71000,,,,,,,,,,,,,2458828.05812000,0.00024000,-0.00024000,"BJD-TDB",,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>","2024-06","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,,,,,,,0.167000,,,,,,,0.47000000,0.13000000,-0.15000000,0.47000000,,4.300000,,,,,,,,0.56000,,,,,,,7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=CADIEUX_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..154C/abstract target=ref>Cadieux et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25311400000,0.00000040000,-0.00000040000,0.0223000000,0.0007000000,-0.0007000000,0.031000,,88.08000,0.510000,0.83700000,0.01900000,-0.01900000,0.46000000,0.11000000,-0.11000000,0.46000000,,4.300000,24.5000,620.00,2458366.17056000,0.00024000,-0.00024000,"BJD",1.0100000,,3415.00,0.315500,0.292300,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=SCHWARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AN....34770059S/abstract target=ref>Schwarz et al. 2026</a>","2026-02","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25311419000,0.00000017000,-0.00000018000,0.0223400000,0.0004900000,-0.0005200000,0.015000,-20.0000,,0.526000,0.88400000,0.02500000,-0.02500000,0.32000000,0.12000000,-0.12000000,0.32000000,,2.600000,,617.00,2458354.90515000,0.00012000,-0.00011000,"BJD",0.9569000,0.36000,3415.00,0.314000,0.290000,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 b","L 98-59","<a refstr=WEISSERMAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260407447W/abstract target=ref>Weisserman et al. 2026</a>","2026-04","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,2.25000000000,,,,,,,,,,0.83000000,0.03000000,-0.03000000,0.45000000,0.11000000,-0.11000000,0.45000000,,,,617.00,,,,,,,,0.314000,0.293000,-0.2900,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=KOSTOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...32K/abstract target=ref>Kostov et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69062100000,0.00001300000,-0.00001400000,0.0324000000,0.0023000000,-0.0024000000,0.090000,-22.9000,89.30000,0.290000,1.35000000,0.08000000,-0.07000000,,,,,,,12.4000,,2458367.27550000,0.00040000,-0.00030000,"BJD",1.2400000,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>","2019-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69040000000,0.00030000000,-0.00030000000,0.0317000000,0.0001000000,-0.0001000000,0.070000,,,,1.35000000,0.07000000,-0.07000000,2.42000000,0.35000000,-0.34000000,2.42000000,,5.400000,,517.00,2458367.27520000,0.00060000,-0.00060000,"BJD",,2.21000,3412.00,0.314000,0.312000,-0.5000,-5.67840,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>","2021-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69067770000,0.00000160000,-0.00000260000,0.0304000000,0.0011000000,-0.0012000000,0.103000,261.0000,88.11000,0.601000,1.38500000,0.09500000,-0.07500000,2.22000000,0.26000000,-0.25000000,2.22000000,,4.570000,12.8000,553.00,2458367.27375000,0.00013000,-0.00022000,"BJD-TDB",1.3460000,2.19000,3415.00,0.303000,0.273000,-0.4600,-5.57851,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>","2022-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69067450000,0.00000250000,-0.00000250000,,,,0.000000,90.0000,,0.430000,1.34000000,0.07000000,-0.07000000,2.42000000,0.35000000,-0.34000000,2.42000000,,5.460000,,,2458367.27380000,0.00025000,-0.00025000,"BJD",,,3412.00,0.314000,0.312000,-0.5000,-5.67840,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69067160000,0.00000150000,-0.00000150000,,,,0.103000,261.0000,88.11000,,,,,,,,,,,,,2458902.42094000,0.00014000,-0.00014000,"BJD-TDB",,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>","2024-06","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,,,,,,,0.049000,,,,,,,2.25000000,0.24000000,-0.24000000,2.25000000,,4.770000,,,,,,,,2.22000,,,,,,,7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=CADIEUX_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..154C/abstract target=ref>Cadieux et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69067640000,0.00000040000,-0.00000040000,0.0309000000,0.0010000000,-0.0010000000,0.002000,,88.88000,0.410000,1.32900000,0.02900000,-0.02900000,2.00000000,0.13000000,-0.13000000,2.00000000,,4.700000,12.7000,526.00,2458367.27303000,0.00015000,-0.00015000,"BJD",1.2800000,,3415.00,0.315500,0.292300,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=SCHWARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AN....34770059S/abstract target=ref>Schwarz et al. 2026</a>","2026-02","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69057404000,0.00000040000,-0.00000038000,0.0310400000,0.0006900000,-0.0007200000,0.020000,-82.0000,,0.458000,1.35800000,0.04000000,-0.04000000,2.22000000,0.17000000,-0.16000000,2.22000000,,4.880000,,524.00,2458356.20136000,0.00013000,-0.00013000,"BJD",1.1800000,2.08000,3415.00,0.314000,0.290000,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 c","L 98-59","<a refstr=WEISSERMAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260407447W/abstract target=ref>Weisserman et al. 2026</a>","2026-04","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,3.69000000000,,,,,,,,,,1.32000000,0.04000000,-0.04000000,1.98000000,0.13000000,-0.13000000,1.98000000,,,,524.00,,,,,,,,0.314000,0.293000,-0.2900,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=KOSTOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...32K/abstract target=ref>Kostov et al. 2019</a>","2019-07","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45086000000,0.00004000000,-0.00005000000,0.0520000000,0.0040000000,-0.0040000000,0.200000,40.1000,88.50000,0.890000,1.57000000,0.14000000,-0.14000000,,,,,,,4.8500,,2458362.73750000,0.00070000,-0.00080000,"BJD",0.9100000,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>","2019-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45120000000,0.00070000000,-0.00070000000,0.0506000000,0.0002000000,-0.0002000000,0.090000,,,,1.57000000,0.14000000,-0.14000000,2.31000000,0.46000000,-0.45000000,2.31000000,,3.300000,,409.00,2458362.73760000,0.00090000,-0.00090000,"BJD",,1.67000,3412.00,0.314000,0.312000,-0.5000,-5.67840,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>","2021-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45072450000,0.00000810000,-0.00000460000,0.0486000000,0.0018000000,-0.0019000000,0.074000,180.0000,88.44900,0.922000,1.52100000,0.11900000,-0.09800000,1.94000000,0.28000000,-0.28000000,1.94000000,,2.950000,5.0100,416.00,2458362.73974000,0.00031000,-0.00040000,"BJD-TDB",0.8400000,1.50000,3415.00,0.303000,0.273000,-0.4600,-5.57851,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>","2022-09","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45072900000,0.00000600000,-0.00000600000,,,,0.000000,90.0000,,0.910000,1.58000000,0.08000000,-0.08000000,2.31000000,0.46000000,-0.45000000,2.31000000,,3.170000,,,2458362.73980000,0.00035000,-0.00035000,"BJD",,,3412.00,0.314000,0.312000,-0.5000,-5.67840,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45073700000,0.00000540000,-0.00000540000,,,,0.074000,180.0000,88.44900,,,,,,,,,,,,,2458847.03715000,0.00025000,-0.00025000,"BJD-TDB",,,3367.00,0.312000,0.313000,-0.5000,-5.80000,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=RAJPAUL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4665R/abstract target=ref>Rajpaul et al. 2024</a>","2024-06","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,,,,,,,0.098000,,,,,,,2.14000000,0.25000000,-0.29000000,2.14000000,,3.450000,,,,,,,,1.68000,,,,,,,7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=CADIEUX_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..154C/abstract target=ref>Cadieux et al. 2025</a>","2025-09","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45072900000,0.00000200000,-0.00000200000,0.0494000000,0.0016000000,-0.0016000000,0.006000,,88.44000,0.921000,1.62700000,0.04100000,-0.04100000,1.64000000,0.07000000,-0.07000000,1.64000000,,2.200000,4.9700,416.00,2458362.74002000,0.00025000,-0.00025000,"BJD",0.8400000,,3415.00,0.315500,0.292300,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"L 98-59 d","L 98-59","<a refstr=SCHWARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AN....34770059S/abstract target=ref>Schwarz et al. 2026</a>","2026-02","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",124.5328604,-68.3144658,7.45073130000,0.00000150000,-0.00000150000,0.0496000000,0.0011000000,-0.0012000000,0.013000,-74.0000,,0.924000,1.57600000,0.04900000,-0.04900000,1.87000000,0.20000000,-0.19000000,1.87000000,,2.630000,,414.00,2458355.28903000,0.00022000,-0.00022000,"BJD",0.6226000,1.39000,3415.00,0.314000,0.290000,-0.4600,,"M3 V",7.9330000,7.3590000,7.1010000,11.6850000,10.5976000
"HD 2685 b","HD 2685","<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>","2022-05","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3289156,-76.3040320,4.12690470000,0.00000090000,-0.00000090000,,,,,,,0.258000,,,,,,,,,,,,2459085.13414000,0.00012000,-0.00012000,"BJD",,,6801.00,1.560000,1.430000,0.0200,,,8.8250000,8.6510000,8.5950000,9.5950000,9.5202500
"HD 2685 b","HD 2685","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3289156,-76.3040320,4.12690520000,0.00000100000,-0.00000100000,,,,0.091000,184.3600,89.25000,,,,,,,,,,,,,2458726.09350400,0.00008900,-0.00008900,"BJD-TDB",,,6801.00,1.560000,1.430000,0.0200,,,8.8250000,8.6510000,8.5950000,9.5950000,9.5202500
"HD 2685 b","HD 2685","<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>","2019-05","Published Confirmed",0,1,"Transit",2019,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3289156,-76.3040320,4.12688000000,0.00005000000,-0.00004000000,0.0568000000,0.0006000000,-0.0006000000,0.091000,184.3600,89.25200,,16.14096000,0.56045000,-0.56045000,371.86110000,38.13960000,-38.13960000,371.86110000,,,,2061.00,2458325.78297000,0.00020000,-0.00020000,"BJD",,117.40000,6801.00,1.560000,1.430000,0.0200,,,8.8250000,8.6510000,8.5950000,9.5950000,9.5202500
